Date,AUT_BAJAJ-AUTO.NS,AUT_EICHERMOT.NS,AUT_HEROMOTOCO.NS,AUT_M&M.NS,AUT_MARUTI.NS,AUT_TATAMOTORS.NS,CAP_BEL.NS,CND_ASIANPAINT.NS,CND_TITAN.NS,CON_GRASIM.NS,CON_ULTRACEMCO.NS,CSR_TRENT.NS,CST_LT.NS,FIN_AXISBANK.NS,FIN_BAJAJFINSV.NS,FIN_BAJFINANCE.NS,FIN_HDFCBANK.NS,FIN_HDFCLIFE.NS,FIN_ICICIBANK.NS,FIN_INDUSINDBK.NS,FIN_KOTAKBANK.NS,FIN_SBILIFE.NS,FIN_SBIN.NS,FIN_SHRIRAMFIN.NS,FMCG_BRITANNIA.NS,FMCG_HINDUNILVR.NS,FMCG_ITC.NS,FMCG_NESTLEIND.NS,FMCG_TATACONSUM.NS,HEA_APOLLOHOSP.NS,HEA_CIPLA.NS,HEA_DRREDDY.NS,HEA_SUNPHARMA.NS,IT_HCLTECH.NS,IT_INFY.NS,IT_TCS.NS,IT_TECHM.NS,IT_WIPRO.NS,MET_ADANIENT.NS,MET_HINDALCO.NS,MET_JSWSTEEL.NS,MET_TATASTEEL.NS,OIL_BPCL.NS,OIL_COALINDIA.NS,OIL_ONGC.NS,OIL_RELIANCE.NS,POW_NTPC.NS,POW_POWERGRID.NS,SER_ADANIPORTS.NS,TEL_BHARTIARTL.NS
2023-01-03,0.007734529615600771,-0.004780955777210248,0.0016555382114586499,-0.01078761859710063,-0.00244843964991158,-0.0022822221580231067,0.0009969938500988941,-0.006254649639034296,0.018477785125686187,-0.00826489287018713,-0.0034757213385862152,0.0039040036978158807,-0.00023932606455689978,0.02174570965929632,0.006740516613842765,0.00797876573180532,0.006517686298566726,0.04340674306123618,-0.0012196881748637034,0.011834917870887921,0.00426470845439633,0.022604542169386715,0.0003266571988053295,-0.026432307778987484,-0.011788232286860753,-0.006411163593200699,-0.005271493396592661,0.008437533531361376,0.006342218234773913,0.00817193663421525,0.004611483867752719,0.0007788764613353108,0.012063329314746346,0.0018262447222383675,-0.0009518644093239649,0.015184123919252702,0.0140660243473329,0.010125387414333872,-0.002672003604955461,-0.014789026007872451,-0.009590487350218967,-0.0067312249277579105,0.008945936939969007,-0.002896265309169881,-0.005999977309626792,-0.007344795488497088,-0.002383754938119303,0.0025542230896769802,-0.0022522920322468744,0.005027262929703052
2023-01-04,-0.013655816875143164,0.0005600040097808488,-0.004088575456452777,-0.010541314795562053,0.004766268401997489,-0.02129647591676108,-0.016072656255546207,-0.003771621866749822,-0.006159906787479316,-0.015701665869711084,0.0016786977016677693,-0.030136376793566344,-0.008847227965974341,-0.0050527265573898725,-0.009740195964530228,-0.005350142720679888,-0.018034542174275175,0.005024294814177457,-0.0024993765251024778,-0.014488576424415114,-0.006623615012343277,-0.0073987758158514366,-0.01182670156528659,-0.015907765499209064,-0.001616189756433598,-0.0023433548528482297,-0.012460292090002021,-0.01056900031089554,-0.006407795347216178,-0.012908921678040053,-0.008400273211028078,0.0035681653825694313,-0.004967226705567965,-0.004571821636849134,-0.018394141560616167,0.0009960171929663817,-0.0034244933831245276,-0.01868494292806331,-0.001018517284118417,-0.039095682202985746,-0.04202192033399256,-0.023058211874349227,-0.0016341630778739698,-0.031504077169100364,-0.022313319370261864,-0.015170874168762304,-0.005984458096649991,-0.021329709373691993,-0.01281873743313328,-0.007119200220991788
2023-01-05,0.019041502187574486,0.013116294756240985,0.021127557415151647,0.013219208030671191,0.0045368512855958444,0.0033656673660227877,0.012078626632332709,-0.00415200210985989,-0.013741439047129815,0.004721762762073666,0.00023549259615642898,-0.021258481915657847,0.008081069608011863,-0.008285337815041467,-0.05238709039698882,-0.07436909206692736,-0.0064491835997425905,0.017963376498103385,-0.02243867647621314,-0.005945198958273649,-0.0002471546219532234,0.00680730482164818,-0.0001653088033223104,-0.006381557517883742,0.018296805204266332,0.018594954729927924,0.019532794789342136,0.013034615911884451,0.0020968169815127843,-0.0009591136692016541,0.01990549534807325,0.01029127049166934,0.011978598601044492,0.0072091437096380795,-0.013198910573648116,-0.0010715179495581844,-0.008514004358983215,-0.007210997737806047,0.0007183110765313552,0.009059622257645233,0.01936849304403292,0.0068876986995306455,0.01783004094718137,0.0045945407176319186,0.0017079423451561158,-0.001788368891885654,0.019614226385231137,-0.010718215804510307,0.01178213891048221,-0.005806443286594804
2023-01-06,0.005809994574041791,-0.0021817851908314564,-0.008929712034755776,0.0097317601973966,-0.009267355847988348,-0.012745637324457439,-0.010055389206402716,-0.008675060149953362,-0.009411464739416935,-0.010476867885416677,-0.0035455680555312435,-0.025119494361974956,-0.00038335791937769824,-0.010214662703232283,-0.0265606125775213,-0.01980949682055216,-0.003318575913281053,0.003603332276579554,-0.010347439847561085,-0.02832006689941949,-0.018575011670972957,0.0011038155996292496,-0.007381250467667443,-0.019315587440381216,0.010573965596738483,-0.002809997735631317,0.00478677229912217,0.005509194218786382,-0.0032782616299415817,-0.00943683277752571,-0.011087100470482008,-0.006009907504805649,-0.007407807009525613,-0.01088163910332968,-0.018265002493598238,-0.030526788111250674,-0.025529466751658975,-0.012745637324457439,-0.0014502256362152292,-0.006570860698024778,-0.030224452464550106,-0.0077519897944880595,0.006840885540949278,-0.01803931411320227,0.005785322148471798,0.009047879146554774,-0.005311277830647273,-0.003358181137239436,-0.016608612574054403,-0.013848360236825962
2023-01-09,-0.005920435853139523,0.0036694884386500046,0.0035669653524430306,0.03530117149629205,-0.0007219316196260142,0.019314910103665567,0.010555544780929977,0.0019287056614383184,-0.021284042840602015,-0.004173885475368264,0.0075123009263313,-0.02301655487880087,0.01670562338417161,0.01985684008004029,-0.011496585025918164,0.002163098504978284,0.0019424020407226774,-0.005245503562696835,0.0037282444068388286,0.03062037502249252,0.013949694111251446,0.028968342600558927,0.011668916415120599,0.018330141972629135,0.001203666222024052,0.01830648091130388,0.008914039440833306,0.010029829193792547,0.007328484890515077,0.004604818538161457,0.010259796034694652,0.014467338261236027,0.008047204373046036,0.03299897304569998,0.024515762159903722,0.033196006019381365,0.02908166895994877,0.025330865747582747,0.00808646804302504,0.017356352034734568,0.019039128803196716,0.01629539907605175,0.005929550258628236,0.0032618712668771284,0.0054144822157641895,0.023337020134183976,0.008249863653387547,0.004793873128510259,0.013002862391616113,0.0289732090634354
2023-01-10,-0.012939825479542855,-0.029550679344787886,-0.014750303207470734,0.0034663772091441756,-0.010059935220346492,0.05846989939973643,-0.008536315632685839,-0.008007378872543694,-0.006642645000687295,-0.013595832425439975,-0.01641728919128616,0.00319229572489867,-0.007118669412479973,-0.006907741635657041,-0.0004951375333970764,-0.014995060594005453,-0.018447645976882338,-0.013651806500774782,-0.013835466371475197,0.007276644116239685,-0.00906462304771011,-0.0028747217483594515,-0.02086784359299071,0.01153645128570652,-0.0086179479657361,0.007517280707065543,-0.013850825416742898,-0.003079025465856017,0.002994388091700927,0.013285609305099111,-0.00807889387720999,-0.010507243702659843,-0.004929275146057578,-0.0033782002846132727,-0.009951982086944446,-0.010156996829702936,-0.012488368293828604,0.0031853248284101536,-0.0555713727886227,0.014341673381697676,0.0038318579298445552,0.010998380020070026,0.0017288755156073332,0.008339186915884866,0.008067352707955376,-0.01489782467709994,-0.014482280688792433,0.012829884615495127,-0.025109033548959533,-0.032938377065031124
2023-01-11,-0.010165619502571001,-0.009611813815050295,-0.006770549620586491,-0.0017507512202631398,-0.0010496327337807235,0.012754398074013464,0.010534287838693604,-0.006761944271204154,-0.012557262912539776,-0.009707786116092465,0.014581891989049628,-0.010639551037641977,0.008837578933748445,-0.002523818978074013,-0.009669536881228895,-0.0014237245793855026,0.014307647882456172,-0.0005833700838821971,0.005730357256670355,-0.011717643528224141,0.003502492441982711,-0.008712747703979383,0.0026009793500206186,0.0004496893948123936,-0.002904775853964115,-0.01932430976353927,-0.004810611043793797,-0.013355432888089231,-0.013019074059654004,-0.024028980108138493,-0.029254756786868574,-0.006268569361865608,0.015834852625586298,-0.00854315880045473,0.0010200612921220722,0.0127891116741324,0.0036833801444164965,0.002033342463821488,-0.0030482821439996822,0.02767347356044207,0.012004945901347364,0.0,0.014717687541774846,-0.015576305394290182,-0.017221448560357414,-0.012685599476275712,-0.011377331686365628,0.0007078878122546836,6.276522188023658e-05,-0.035039504037122936
2023-01-12,0.009073897833848495,-0.010896670594360308,0.00018559762488312595,0.005546110191963035,0.01017803660247082,-0.014329854744282266,-0.008016029180676452,-0.008349942828090151,0.003767488204246461,0.004485221468760397,0.018539807042711503,-0.0009916133331212484,0.016055933612334736,-0.01506421347546683,-0.008538098392610148,0.00044935877706839305,0.005328665005038902,-0.0024201158014890986,-0.006543308720577851,-0.0033850556965111618,-0.012481475360375034,0.01871930559413455,-0.0030211297528104685,-0.01650867659556431,-0.0034944524251744433,-0.0012347159331946031,-0.005894316793221652,0.0058009477908846415,-0.006673062103326722,-0.00019496869951847728,0.01285143836002322,0.011362023933076611,0.004706780791582636,0.01584831779440212,0.006335014945208066,0.001695964399864981,-0.004781111633147176,0.0016489986395395212,0.003130553797615724,-0.010854127198787148,0.01219004960916081,-0.006330470684419116,-0.021361323563285236,0.002340277287563723,-0.004437687173697299,-0.021830786294258914,-0.0006024464249417502,0.007286473265980148,-0.004404184728386488,-0.011363337235208971
2023-01-13,0.009755359020493667,0.01877061746698348,0.012613791998473999,0.006231020215227776,0.010010449694349314,-0.0018209413225837745,0.005517901400141371,-0.00233474175140663,-0.01208952024078156,0.007702816366712552,0.013268927645837354,-0.0033955687472289092,-0.002944531207173708,-0.0014975275513660587,0.002410966098966397,0.013371463486847613,0.0007812378209734953,0.010142202595679398,0.014762954842369109,0.02066738823821704,0.0004494908874775692,-0.0020923296029673934,0.008702902079348472,-0.022691093188608232,0.008534760241538151,0.013022671685236858,-0.0033404406808181957,-0.004483331037172838,-0.0017914287563942806,-0.005566284852736706,0.006200382032752168,0.002270910440413149,-0.001210976465713916,0.005722432238015671,0.015448107378848575,0.011984209460169447,0.0015962856797614494,-0.0015220858041580328,0.02007299752332032,0.005851284202222809,0.006592912359829797,0.019702993441487293,0.014529546705216828,0.0055944770950062455,0.005458922302346479,-0.0016196501918103272,0.011086292443620563,0.002339182353172241,0.0021416135268041564,0.009729189706864828
2023-01-16,-0.0061627240193544534,-0.007300344953188207,0.010989675566659814,-0.009494198089497774,-0.00870897253075592,0.003638572843908311,0.021282679812110517,0.002369068794019733,-0.004706513244460853,-0.003995641300583105,0.004947142841119374,-0.006658922422372792,-0.007551404794977641,-0.022736863666759574,-0.005225142874870858,0.005521896881333286,-0.009636117333536268,-0.0004963808986492448,-0.009432418411434596,0.0039213160736518505,0.002524474638354553,-0.009220125282357052,0.004820929415042753,-0.008216330428183113,-0.0061302340793575796,-0.01030439557210567,0.00440098496265112,-0.0024671095627073797,-0.00753264811872892,-0.009478392142796844,-0.007662175364490589,0.001306900540827114,0.003725096320184358,0.014644426893373953,0.01442672325818124,-0.012074200708965614,0.030724763824126183,0.011861368609305784,-0.027613944870764736,-0.011219328790059815,-0.012175299604124334,-0.004159739880788713,-0.0032901649489162164,-0.0062959568320613635,0.0044135814204980285,-0.009569033584537373,-0.011086292443620586,0.007680726940585866,-0.00961003357489112,-0.006760947789389486
